148,74,63,66
147,69,63,66
146,65,63,66
140,65,63,66
134,65,63,66
128,65,63,66
123,66,63,66
119,68,63,66
115,71,63,66
112,74,63,66
108,77,63,66
104,80,63,66
101,83,63,66
103,84,63,66
106,86,63,66
108,87,63,66
111,89,63,66
113,90,63,66
116,92,63,66
121,89,64,68
126,87,65,69
131,85,66,70
136,83,67,71
141,81,69,72
144,81,69,72
147,81,69,72
150,81,69,72
153,81,69,72
151,79,69,72
149,77,69,72
147,76,69,72
139,72,69,72
132,68,69,72
125,65,69,72
112,65,71,73
100,65,72,75
87,65,74,76
75,66,75,77
75,67,76,79
76,68,77,81
77,69,78,83
78,70,79,85
79,72,80,86
80,71,82,89
81,70,85,92
82,69,88,95
83,68,91,98
84,68,94,100
87,67,89,94
90,66,85,89
93,65,81,84
97,65,76,78
98,69,77,78
100,73,77,78
102,77,78,78
104,81,78,78
106,85,79,78
110,86,78,78
115,87,77,78
119,88,76,78
124,89,75,78
129,90,74,78
134,89,75,78
139,88,76,79
145,87,77,79
150,86,78,80
155,85,79,81
161,84,80,81
166,83,81,82
172,82,82,83
165,71,83,84
159,61,83,84
153,51,83,85
147,41,83,85
141,31,84,86
139,57,82,86
137,84,80,85
135,111,79,84
134,114,78,83
134,117,77,82
134,120,76,82
136,115,75,82
139,111,74,81
142,107,73,80
141,102,72,79
140,97,72,79
140,92,71,79
137,91,70,79
134,90,69,79
131,89,69,79
130,89,68,78
130,89,67,77
130,89,66,76
130,89,65,75
130,90,64,74
129,90,64,74
129,90,64,74
128,90,64,74
128,90,64,74
127,90,64,74
127,90,64,74
126,91,64,74
126,91,64,74
125,91,64,74
125,91,64,74
124,91,64,74
124,91,64,74
124,92,64,74
124,91,64,74
125,91,64,74
126,91,64,74
127,91,64,74
128,91,64,74
128,90,64,74
129,90,64,74
130,90,64,74
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
126,90,69,74
126,90,69,74
126,90,69,74
126,90,70,74
126,90,70,74
127,91,69,74
127,91,70,74
127,91,70,74
127,91,70,74
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
138,93,70,74
